country,player_name,player_club,in_top_5_league,player_age,market_value,market_value_int
New Caledonia,Morgan Mathelon,AS Tiga Sports,False,34,,0
New Caledonia,Mickael Partodikromo,AS Tiga Sports,False,30,,0
New Caledonia,Joris Kenon,US Saint-Philbert-de-Grand-Lieu,False,28,,0
New Caledonia,Georges Gope-Fenepej,Saint-Colomban Locminé,False,37,,0
New Caledonia,César Zeoula,US Chauvigny,False,36,,0
New Caledonia,Jean-Jacques Katrawa,Gallia Club Lucciana FC,False,26,,0
New Caledonia,Djibril Tufele,AS Lössi,False,23,,0
New Caledonia,Germain Haewegene,Tahiti United FC,False,29,,0
New Caledonia,Bryan Ausu,Sud FC,False,28,,0
New Caledonia,Gerard Waia,US Sainte-Anne de Vertou,False,21,,0
São Tomé and Príncipe,Yaniel Bonfim,Celtic Castilla CF,False,22,€50k,50000
São Tomé and Príncipe,Feher Mendes,SL Cartaxo,False,22,€25k,25000
São Tomé and Príncipe,Gilberto d'Almeida,6 de Setembro,False,25,€75k,75000
São Tomé and Príncipe,Vavá Pequeno,GD Fabril Barreiro,False,32,€50k,50000
São Tomé and Príncipe,Ricardo Fernandes,FC Oliveira do Hospital,False,23,€150k,150000
São Tomé and Príncipe,Samuca,CF Estrela Amadora U23,False,19,,0
São Tomé and Príncipe,Rogério,FC Oliveira do Hospital,False,23,€75k,75000
São Tomé and Príncipe,Joel Neves,Clube Oriental Lissabon,False,29,€75k,75000
São Tomé and Príncipe,Luís Costa,SC Praia Cruz,False,26,€75k,75000
São Tomé and Príncipe,Waldimison,Associação Murteirense,False,28,€50k,50000
São Tomé and Príncipe,Adjakson Ramos,SV Tasmania Berlin,False,23,,0
São Tomé and Príncipe,Paulo Lima,Vaasan Palloseura,False,27,,0
São Tomé and Príncipe,Anderson Quaresma Estevão,UnknownUnknown,False,19,,0
São Tomé and Príncipe,Nicola Bragança,Juventude Évora SC,False,25,€75k,75000
São Tomé and Príncipe,Mauro Vilhete,Hemel Hempstead Town,False,32,€50k,50000
São Tomé and Príncipe,Sérgio Malé,SU 1º Dezembro,False,21,€75k,75000
São Tomé and Príncipe,Adjeil Neves,Spartak Pleven,False,29,€50k,50000
São Tomé and Príncipe,Ronaldo Lumungo,FC Paços de Ferreira,False,24,€400k,400000
São Tomé and Príncipe,Ricardo Cardoso,US Affrico,False,24,€50k,50000
São Tomé and Príncipe,Winilson Lopes,CD Santa Clara U23,False,18,€50k,50000
São Tomé and Príncipe,Marcos Barbeiro,AC Malveira,False,30,,0
São Tomé and Príncipe,Gil Carvalho,Herne Bay FC,False,29,,0
São Tomé and Príncipe,Kelve Semedo,CD Fátima,False,21,€50k,50000
São Tomé and Príncipe,Pedro Laidy Borges Nunes Monteiro,SL Cartaxo,False,27,,0
Zambia,Willard Mwanza,Power Dynamos FC,False,28,€150k,150000
Zambia,Lawrence Mulenga,Power Dynamos FC,False,27,€150k,150000
Zambia,Francis Mwansa,Zanaco FC,False,23,€75k,75000
Zambia,Dominic Chanda,Power Dynamos FC,False,30,€250k,250000
Zambia,Frankie Musonda,Bahrain SC,False,28,€175k,175000
Zambia,Gift Prosper Mphande,ZESCO United FC,False,22,€175k,175000
Zambia,Stoppila Sunzu,Without ClubWithout Club,False,36,€50k,50000
Zambia,Kabaso Chongo,ZESCO United FC,False,34,€50k,50000
Zambia,Lubambo Musonda,1.FC Magdeburg,False,31,€600k,600000
Zambia,David Hamansenya,SK Artis Brno,False,18,€100k,100000
Zambia,Mathews Banda,Bohemians Prague 1905,False,20,€250k,250000
Zambia,Miguel Chaiwa,Hibernian FC,False,21,€1.20m,1200000
Zambia,Benson Sakala,Bohemians Prague 1905,False,29,€375k,375000
Zambia,David Simukonda,Cleopatra FC,False,20,€100k,100000
Zambia,Kings Kangwa,Hapoel Beer Sheva,False,26,€3.50m,3500000
Zambia,Joseph Liteta,Cagliari Calcio,False,20,€2.00m,2000000
Zambia,Owen Tembo,Power Dynamos FC,False,30,€125k,125000
Zambia,Wilson Chisala,Zanaco FC,False,23,€100k,100000
Zambia,Obino Chisala,Al-Merrikh SC,False,26,€50k,50000
Zambia,Given Kalusa,Maestro United FC,False,17,€50k,50000
Zambia,Lameck Banda,US Lecce,False,25,€3.00m,3000000
Zambia,Joseph Sabobo,Alashkert Yerevan FC,False,20,€300k,300000
Zambia,Pascal Phiri,Pyramids FC,False,20,€75k,75000
Zambia,Patson Daka,Leicester City,False,27,€5.00m,5000000
Zambia,Fashion Sakala,Al-Fayha FC,False,28,€3.80m,3800000
Zambia,Jack Lahne,SC Austria Lustenau,False,24,€300k,300000
Zambia,Kennedy Musonda,Hapoel Nof HaGalil,False,31,€200k,200000
Zambia,Eliya Mandanji,Zanaco FC,False,18,€50k,50000
Djibouti,Omar Mahamoud,AS Port,False,24,€25k,25000
Djibouti,Liban Mohamed Said,Garde Républicaine FC,False,24,€25k,25000
Djibouti,Mouktar Youssouf Said,FC Dikhil,False,21,,0
Djibouti,Idriss Houmed Bilha,AS Port,False,28,€25k,25000
Djibouti,Mohamed Ali Khaire,AS Ali Sabieh/Djibouti Télécom,False,-,€25k,25000
Djibouti,Mohamed Ahmed Hassan,Gendarmerie Nationale FC,False,23,,0
Djibouti,Arafate Idrissou,FC Dikhil,False,31,,0
Djibouti,Ahmed Zakaria,AS Ali Sabieh/Djibouti Télécom,False,27,€25k,25000
Djibouti,Yabe Siad,AS Arta/Solar7,False,27,€50k,50000
Djibouti,Ibrahim Idriss Mohamed,AS Ali Sabieh/Djibouti Télécom,False,23,€50k,50000
Djibouti,Warsama Ibrahim Aden,AS Port,False,27,,0
Djibouti,Ali Youssouf Farada,AS Port,False,30,€50k,50000
Djibouti,Anseani Pohe Tokpa,US Castanéenne,False,25,,0
Djibouti,Warsama Hassan,AP Brera Strumica,False,26,€50k,50000
Djibouti,Omar Daher,AS Arta/Solar7,False,22,,0
Djibouti,Abdichakour Farah,AS Arta/Solar7,False,22,,0
Djibouti,Kahin Dahir,FC Järfälla,False,21,,0
Djibouti,Sadik Aden,Garde Républicaine FC,False,26,,0
Djibouti,Mouad Hassan,Kozakken Boys Werkendam,False,26,€50k,50000
Djibouti,Gabriel Dadzie,Al-Tersana SC Tripoli,False,29,€50k,50000
Djibouti,Moussa Amoud,Garde-Côtes FC,False,25,€25k,25000
Djibouti,Abdillahi Elmi,AS Port,False,22,€25k,25000
Djibouti,Ahmed Youssouf Omar,AS Port,False,27,€25k,25000
Angola,Neblú,CD 1º de Agosto,False,32,€225k,225000
Angola,Signori Antonio,Etoile Carouge FC,False,31,€150k,150000
Angola,Hugo Marques,CA Petróleos Luanda,False,40,€50k,50000
Angola,David Carmo,Real Oviedo,True,26,€10.00m,10000000
Angola,Gaspar,US Lecce,False,28,€3.50m,3500000
Angola,Clinton Mata,Olympique Lyon,False,33,€3.00m,3000000
Angola,Buatu,Gil Vicente FC,False,32,€600k,600000
Angola,Pedro Bondo,FC Famalicão,False,21,€2.00m,2000000
Angola,Núrio Fortuna,Volos NPS,False,30,€600k,600000
Angola,Tó Carneiro,AS FAR Rabat,False,30,€500k,500000
Angola,Rui Modesto,Palermo FC,False,26,€1.80m,1800000
Angola,Eddie Afonso,CA Petróleos Luanda,False,32,€100k,100000
Angola,Maestro,Alanyaspor,False,22,€7.00m,7000000
Angola,Show,Kocaelispor,False,27,€1.50m,1500000
Angola,Kelliano,Akhmat Grozny,False,23,€800k,800000
Angola,Beni Mukendi,Vitória Guimarães SC,False,23,€2.00m,2000000
Angola,Mário Balbúrdia,Boluspor,False,28,€550k,550000
Angola,Fredy,Corum FK,False,35,€225k,225000
Angola,Randy Nteka,Rayo Vallecano,True,28,€1.20m,1200000
Angola,Milson,Al-Jazira Club,False,26,€3.50m,3500000
Angola,Chico Banza,Zamalek SC,False,27,€800k,800000
Angola,Ary Papel,Al-Akhdar SC,False,32,€250k,250000
Angola,Manuel Benson,Maccabi Haifa,False,28,€3.00m,3000000
Angola,M'Bala Nzola,US Sassuolo,False,29,€6.00m,6000000
Angola,Zito Luvumbo,RCD Mallorca,False,23,€3.50m,3500000
Angola,Gelson Dala,Al-Wakrah SC,False,29,€1.70m,1700000
Angola,Mabululu,Ittihad Alexandria SC,False,33,€850k,850000
Cambodia,Dara Vireak,Svay Rieng,False,22,€125k,125000
Cambodia,Lyheng Reth,Nagaworld FC,False,22,€100k,100000
Cambodia,Kimhuy Hul,Visakha FC,False,25,€50k,50000
Cambodia,Faeez Khan,Visakha FC,False,33,€100k,100000
Cambodia,Vit Van,Life FC,False,22,€75k,75000
Cambodia,Nick Taylor,PT Prachuap FC,False,27,€150k,150000
Cambodia,Nora Leng,Visakha FC,False,21,€75k,75000
Cambodia,Krya Saret,Svay Rieng,False,30,€125k,125000
Cambodia,Sovann Ouk,Visakha FC,False,27,€125k,125000
Cambodia,Suhana Sos,Nagaworld FC,False,33,€50k,50000
Cambodia,Yudai Ogawa,Svay Rieng,False,29,€175k,175000
Cambodia,Dimong Sophal,Svay Rieng,False,25,€125k,125000
Cambodia,Ratanak Min,Svay Rieng,False,23,€100k,100000
Cambodia,Samuel Bong,Phnom Penh Crown,False,20,€75k,75000
Cambodia,Sokyuth Kim,Svay Rieng,False,26,€75k,75000
Cambodia,Kakada Sin,Visakha FC,False,25,€125k,125000
Cambodia,Sovannmakara Sin,Visakha FC,False,21,€75k,75000
Cambodia,Andrés Nieto,Phnom Penh Crown,False,29,€150k,150000
Cambodia,Chanthea Sieng,Svay Rieng,False,23,€150k,150000
Cambodia,Sosidan Nhean,Svay Rieng,False,23,€125k,125000
Cambodia,Ty Sa,Phnom Penh Crown,False,24,€100k,100000
Cambodia,Soknet Hav,ISI Dangkor Senchey FC,False,22,€75k,75000
Cambodia,Soben Khoan,Boeung Ket,False,21,€50k,50000
South Korea,Bum-keun Song,Jeonbuk Hyundai Motors,False,28,€1.00m,1000000
South Korea,Hyeon-woo Jo,Ulsan HD FC,False,34,€700k,700000
South Korea,Seung-gyu Kim,FC Tokyo,False,35,€600k,600000
South Korea,Min-jae Kim,Bayern Munich,True,29,€25.00m,25000000
South Korea,Ji-soo Kim,1.FC Kaiserslautern,False,21,€2.00m,2000000
South Korea,Han-beom Lee,FC Midtjylland,False,23,€1.80m,1800000
South Korea,Ju-sung Kim,Sanfrecce Hiroshima,False,25,€750k,750000
South Korea,Tae-hyeon Kim,Kashima Antlers,False,25,€700k,700000
South Korea,Jun-soo Byeon,Gimcheon Sangmu,False,24,€500k,500000
South Korea,Tae-seok Lee,Austria Vienna,False,23,€1.20m,1200000
South Korea,Myung-jae Lee,Daejeon Hana Citizen,False,32,€450k,450000
South Korea,Young-woo Seol,Red Star Belgrade,False,27,€4.50m,4500000
South Korea,Moon-hwan Kim,Daejeon Hana Citizen,False,30,€800k,800000
South Korea,Jin-seob Park,Zhejiang FC,False,30,€1.00m,1000000
South Korea,Du-jae Won,Khor Fakkan SSC,False,28,€900k,900000
South Korea,Jens Castrop,Borussia Mönchengladbach,True,22,€6.00m,6000000
South Korea,Seung-ho Paik,Birmingham City,False,28,€2.50m,2500000
South Korea,Jin-gyu Kim,Jeonbuk Hyundai Motors,False,29,€1.20m,1200000
South Korea,Kang-in Lee,Paris Saint-Germain,True,25,€25.00m,25000000
South Korea,Jun-ho Bae,Stoke City,False,22,€3.00m,3000000
South Korea,Jae-sung Lee,1.FSV Mainz 05,True,33,€2.00m,2000000
South Korea,Heung-min Son,Los Angeles FC,False,33,€17.00m,17000000
South Korea,Ji-sung Eom,Swansea City,False,23,€1.40m,1400000
South Korea,Hyeon-gyu Oh,Besiktas JK,False,24,€15.00m,15000000
South Korea,Hee-chan Hwang,Wolverhampton Wanderers,True,30,€10.00m,10000000
South Korea,Sang-bin Jeong,St. Louis CITY SC,False,23,€1.80m,1800000
Scotland,Liam Kelly,Rangers FC,False,30,€800k,800000
Scotland,Scott Bain,Falkirk FC,False,34,€100k,100000
Scotland,Craig Gordon,Heart of Midlothian FC,False,43,€50k,50000
Scotland,Scott McKenna,GNK Dinamo Zagreb,False,29,€4.00m,4000000
Scotland,John Souttar,Rangers FC,False,29,€3.00m,3000000
Scotland,Jack Hendry,Al-Ettifaq FC,False,30,€2.50m,2500000
Scotland,Grant Hanley,Hibernian FC,False,34,€350k,350000
Scotland,Andrew Robertson,Liverpool FC,True,31,€12.00m,12000000
Scotland,Kieran Tierney,Celtic FC,False,28,€8.00m,8000000
Scotland,Josh Doig,US Sassuolo,False,23,€5.00m,5000000
Scotland,Aaron Hickey,Brentford FC,True,23,€16.00m,16000000
Scotland,Anthony Ralston,Celtic FC,False,27,€1.50m,1500000
Scotland,Billy Gilmour,SSC Napoli,False,24,€20.00m,20000000
Scotland,Scott McTominay,SSC Napoli,False,29,€45.00m,45000000
Scotland,Lewis Ferguson,Bologna FC 1909,False,26,€20.00m,20000000
Scotland,John McGinn,Aston Villa,True,31,€15.00m,15000000
Scotland,Ryan Christie,AFC Bournemouth,False,31,€9.00m,9000000
Scotland,Lennon Miller,Udinese Calcio,False,19,€8.00m,8000000
Scotland,Andrew Irving,AC Sparta Prague,False,25,€5.00m,5000000
Scotland,Kenny McLean,Norwich City,False,34,€500k,500000
Scotland,Ben Gannon-Doak,AFC Bournemouth,False,20,€18.00m,18000000
Scotland,Ché Adams,Torino FC,False,29,€8.50m,8500000
Scotland,George Hirst,Ipswich Town,False,27,€8.00m,8000000
Scotland,Lawrence Shankland,Heart of Midlothian FC,False,30,€2.80m,2800000
Scotland,Lyndon Dykes,Charlton Athletic,False,30,€1.00m,1000000
Lesotho,Sekhoane Moerane,Orbit College FC,False,28,€150k,150000
Lesotho,Mosoeu Seahlolo,Lesotho Correctional Services,False,22,,0
Lesotho,Leluma Mofoka,Matlama FC,False,18,,0
Lesotho,Siyabonga Monyaka,Majantja FC Mohale's Hoek,False,23,,0
Lesotho,Thabo Makhele,Siwelele Football Club,False,31,€150k,150000
Lesotho,Motlomelo Mkwanazi,Bantu FC,False,31,€50k,50000
Lesotho,Mphale Mphalaole,Lioli FC,False,22,,0
Lesotho,Fusi Matlabe,Mpheni Home Defenders FC,False,25,€25k,25000
Lesotho,Rethabile Mokokoane,Matlama FC,False,26,,0
Lesotho,Thabang Malane,African Stars Windhoek,False,28,€50k,50000
Lesotho,Lehlohonolo Matsau,Royal Lesotho Defence Force,False,29,€50k,50000
Lesotho,Kananelo Rapuleng,Bantu FC,False,23,,0
Lesotho,Jane Ts’otleho,Lijabatho FC,False,-,,0
Lesotho,Tsepang Sefali,Linare FC,False,29,,0
Lesotho,Tsepo Toloane,Royal Lesotho Defence Force,False,28,€50k,50000
Lesotho,Makara Ntaitsane,Lesotho Correctional Services,False,35,,0
Lesotho,Neo Mokhachane,Jwaneng Galaxy FC,False,29,€50k,50000
Lesotho,Hlompho Kalake,Lioli FC,False,31,€50k,50000
Lesotho,Mohlomi Makhetha,Lijabatho FC,False,25,€25k,25000
Lesotho,Halifele Moqokola,Lioli FC,False,-,,0
Lesotho,Keketso Snyder,Lesotho Correctional Services,False,35,€25k,25000
Lesotho,Sera Motebang,Venda Football Club,False,30,,0
Saudi Arabia,Nawaf Al-Aqidi,Al-Nassr FC,False,25,€700k,700000
Saudi Arabia,Abdulrahman Al-Sanbi,Al-Ahli SFC,False,25,€300k,300000
Saudi Arabia,Raghed Al-Najjar,Al-Nassr FC,False,29,€200k,200000
Saudi Arabia,Hassan Tambakti,Al-Hilal SFC,False,27,€1.80m,1800000
Saudi Arabia,Abdulelah Al-Amri,Al-Nassr FC,False,29,€1.00m,1000000
Saudi Arabia,Jehad Thakri,Al-Qadsiah FC,False,24,€900k,900000
Saudi Arabia,Waleed Al-Ahmad,Al-Qadsiah FC,False,26,€750k,750000
Saudi Arabia,Mohammed Sulaiman,Al-Ahli SFC,False,21,€700k,700000
Saudi Arabia,Ayman Yahya,Al-Nassr FC,False,24,€1.40m,1400000
Saudi Arabia,Nawaf Boushal,Al-Nassr FC,False,26,€1.40m,1400000
Saudi Arabia,Ali Majrashi,Al-Ahli SFC,False,26,€1.20m,1200000
Saudi Arabia,Mohammed Abu Al-Shamat,Al-Qadsiah FC,False,23,€1.20m,1200000
Saudi Arabia,Abdullah Al-Khaibari,Al-Nassr FC,False,29,€800k,800000
Saudi Arabia,Mohamed Kanno,Al-Hilal SFC,False,31,€900k,900000
Saudi Arabia,Nasser Al-Dawsari,Al-Hilal SFC,False,27,€800k,800000
Saudi Arabia,Murad Al-Hawsawi,Al-Hilal SFC,False,24,€400k,400000
Saudi Arabia,Salem Al-Dawsari,Al-Hilal SFC,False,34,€1.30m,1300000
Saudi Arabia,Saleh Abu Al-Shamat,Al-Ahli SFC,False,23,€375k,375000
Saudi Arabia,Abdulrahman Al-Oboud,Al-Ittihad Club,False,30,€800k,800000
Saudi Arabia,Firas Al-Buraikan,Al-Ahli SFC,False,25,€4.00m,4000000
Saudi Arabia,Saleh Al-Shehri,Al-Ittihad Club,False,32,€550k,550000
Saudi Arabia,Abdullah Al-Hamdan,Al-Nassr FC,False,26,€325k,325000
Namibia,Kamaijanda Ndisiro,Highbury FC,False,26,€125k,125000
Namibia,Edward Maova,Lamontville Golden Arrows,False,31,€50k,50000
Namibia,Jonas Mateus,Ongos FC,False,30,,0
Namibia,David Natangwe Aingwafa,Eeshoke Chulachula FC,False,-,,0
Namibia,Kennedy Amutenya,Jeddah SC,False,30,€150k,150000
Namibia,Ivan Kamberipa,Gaborone United,False,32,€100k,100000
Namibia,Kennedy Eib,Simba Bhora FC,False,28,€50k,50000
Namibia,Charles Hambira,African Stars Windhoek,False,35,€50k,50000
Namibia,Sisqo Haraseb,Al-Qasim SC,False,24,,0
Namibia,Riaan Hanamub,AmaZulu FC,False,31,€850k,850000
Namibia,Deon Hotto,Orlando Pirates,False,35,€250k,250000
Namibia,Aprocius Petrus,Al-Hilal Club (Omdurman),False,26,€500k,500000
Namibia,Tjipe Karuuombe,FC Gonio,False,24,€100k,100000
Namibia,Dynamo Fredericks,Jwaneng Galaxy FC,False,33,€75k,75000
Namibia,Ngero Katua,Highbury FC,False,24,€200k,200000
Namibia,Paulus Amutenya,University of Namibia FC,False,23,€100k,100000
Namibia,Willy Stephanus,African Stars Windhoek,False,34,€50k,50000
Namibia,Elias Hambongo,KK Palace FC,False,26,€75k,75000
Namibia,Peter Shalulile,Mamelodi Sundowns FC,False,32,€1.20m,1200000
Namibia,Bethuel Muzeu,Black Leopards FC,False,26,€100k,100000
Namibia,David Ndeunyema,Blue Waters Walvis Bay,False,23,€100k,100000
Namibia,Erastus Kulula,Blue Waters Walvis Bay,False,29,€75k,75000
Namibia,Alfeus Leevi,Simba Bhora FC,False,25,€50k,50000
Iran,Payam Niazmand,Persepolis FC,False,30,€750k,750000
Iran,Alireza Beiranvand,Tractor FC,False,33,€700k,700000
Iran,Mohammadreza Akhbari,Sepahan FC,False,33,€600k,600000
Iran,Seyed Hossein Hosseini,Sepahan FC,False,33,€550k,550000
Iran,Hossein Kanaani,Persepolis FC,False,31,€1.80m,1800000
Iran,Mohammadamin Hazbavi,Sepahan FC,False,22,€1.20m,1200000
Iran,Majid Hosseini,Kayserispor,False,29,€800k,800000
Iran,Ali Nemati,Foolad FC,False,30,€600k,600000
Iran,Shoja Khalilzadeh,Tractor FC,False,36,€100k,100000
Iran,Milad Mohammadi,Persepolis FC,False,32,€1.00m,1000000
Iran,Arya Yousefi,Sepahan FC,False,23,€1.40m,1400000
Iran,Saleh Hardani,Esteghlal FC,False,27,€700k,700000
Iran,Danial Esmaeilifar,Tractor FC,False,33,€700k,700000
Iran,Saeed Ezatolahi,Shabab Al-Ahli Club,False,29,€1.60m,1600000
Iran,Mohammad Ghorbani,Al-Wahda FC,False,24,€1.50m,1500000
Iran,Omid Noorafkan,Sepahan FC,False,28,€900k,900000
Iran,Saman Ghoddos,Kalba FC,False,32,€1.30m,1300000
Iran,Hadi Habibinejad,Chadormalu SC,False,30,€750k,750000
Iran,Mehdi Ghayedi,Al-Nasr SC (UAE),False,27,€4.50m,4500000
Iran,Mohammad Mohebi,FC Rostov,False,27,€2.80m,2800000
Iran,Alireza Koushki,Esteghlal FC,False,26,€800k,800000
Iran,Mehdi Hashemnejad,Tractor FC,False,24,€1.00m,1000000
Iran,Mohammad Omri,Persepolis FC,False,25,€800k,800000
Iran,Mehdi Tikdari,Gol Gohar Sirjan FC,False,29,€700k,700000
Iran,Mohammadmehdi Mohebi,Sepahan FC,False,26,€700k,700000
Iran,Mehdi Taremi,Olympiacos Piraeus,False,33,€2.50m,2500000
Iran,Amirhossein Hosseinzadeh,Tractor FC,False,25,€1.80m,1800000
Iran,Ali Alipour,Persepolis FC,False,30,€1.50m,1500000
Jamaica,Andre Blake,Philadelphia Union,False,35,€400k,400000
Jamaica,Jahmali Waite,Tampa Bay Rowdies,False,27,€200k,200000
Jamaica,Tafari Chambers,Mount Pleasant FA,False,25,,0
Jamaica,Ethan Pinnock,Brentford FC,True,32,€4.00m,4000000
Jamaica,Joel Latibeaudiere,Coventry City,False,26,€3.00m,3000000
Jamaica,Mason Holgate,Al-Sailiya SC,False,29,€3.00m,3000000
Jamaica,Amari'i Bell,Charlton Athletic,False,31,€1.00m,1000000
Jamaica,Ian Fray,Inter Miami CF,False,23,€500k,500000
Jamaica,Damion Lowe,Dewa United Banten FC,False,32,€300k,300000
Jamaica,Richard King,St. Mirren FC,False,24,€250k,250000
Jamaica,Rico Henry,Brentford FC,True,28,€15.00m,15000000
Jamaica,Greg Leigh,Oxford United,False,31,€200k,200000
Jamaica,Dexter Lembikisa,Wolverhampton Wanderers U21,False,22,€1.20m,1200000
Jamaica,Isaac Hayden,Queens Park Rangers,False,30,€600k,600000
Jamaica,Jahshaun Anglin,Mount Pleasant FA,False,24,,0
Jamaica,Jon Russell,Mansfield Town,False,25,€800k,800000
Jamaica,Karoy Anderson,Blackpool FC,False,21,€350k,350000
Jamaica,Bobby De Cordova-Reid,Leicester City,False,33,€1.00m,1000000
Jamaica,Kasey Palmer,Luton Town,False,29,€900k,900000
Jamaica,Demarai Gray,Birmingham City,False,29,€3.50m,3500000
Jamaica,Tyreece Campbell,Charlton Athletic,False,22,€1.50m,1500000
Jamaica,Renaldo Cephas,FC Pari Nizhniy Novgorod,False,26,€750k,750000
Jamaica,Kaheim Dixon,Charlton Athletic,False,21,€100k,100000
Jamaica,Rumarn Burrell,Queens Park Rangers,False,25,€5.00m,5000000
Jamaica,Shamar Nicholson,Club Tijuana,False,28,€3.20m,3200000
Jamaica,Bailey Cadamarteri,Wrexham AFC,False,20,€1.50m,1500000
Jamaica,Dujuan Richards,Leicester City,False,20,€500k,500000
Jamaica,Seymour Reid,New York City FC,False,18,€200k,200000
Tanzania,Zuberi Foba,Azam FC,False,23,€200k,200000
Tanzania,Hussein Masalanga,Young Africans SC,False,34,€75k,75000
Tanzania,Yakoub Suleiman Ali,Simba SC,False,26,€75k,75000
Tanzania,Ibrahim Hamad,Young Africans SC,False,28,€300k,300000
Tanzania,Dickson Job,Young Africans SC,False,25,€200k,200000
Tanzania,Bakari Mwamnyeto,Young Africans SC,False,30,€200k,200000
Tanzania,Lusajo Mwaikenda,Azam FC,False,25,€150k,150000
Tanzania,Wilson Nangu,Simba SC,False,24,€25k,25000
Tanzania,Mohamed Hussein,Young Africans SC,False,29,€250k,250000
Tanzania,Pascal Msindo,Azam FC,False,22,€75k,75000
Tanzania,Nickson Kibabage,Simba SC,False,25,€50k,50000
Tanzania,Shomari Kapombe,Simba SC,False,34,€75k,75000
Tanzania,Novatus Miroshi,Göztepe,False,23,€3.50m,3500000
Tanzania,Alphonce Msanga,FC Shamakhi,False,22,€500k,500000
Tanzania,Yusuph Kagoma,Simba SC,False,29,€75k,75000
Tanzania,Khalid Habibu,Singida Black Stars Sports Club,False,24,€50k,50000
Tanzania,Kelvin Nashon,Pamba Jiji Football Club,False,25,€25k,25000
Tanzania,Charles M'Mombwa,Floriana FC,False,27,€350k,350000
Tanzania,Feisal Salum,Azam FC,False,28,€300k,300000
Tanzania,Haji Mnoga,Salford City,False,23,€175k,175000
Tanzania,Morice Abraham,Simba SC,False,22,€50k,50000
Tanzania,Denis Kibu,Al-Nasr SC,False,25,€175k,175000
Tanzania,Iddy Seleman Nado,Azam FC,False,30,€75k,75000
Tanzania,Tarryn Allarakhia,Rochdale AFC,False,28,€50k,50000
Tanzania,Ally Samatta,Le Havre AC,False,33,€800k,800000
Tanzania,Kelvin John,Aalborg BK,False,22,€750k,750000
Tanzania,Simon Msuva,Al-Talaba SC,False,32,€200k,200000
Tanzania,Selemani Mwalimu,Simba SC,False,20,€50k,50000
Central African Republic,Dominique Youfeigane,Without ClubWithout Club,False,26,€100k,100000
Central African Republic,Mauril Stéphane Abimala,Olympic Real de Bangui,False,22,€50k,50000
Central African Republic,Eugène Ganazoui,AS Douanes (Bangui),False,-,,0
Central African Republic,Cherubin Merius Basse-Zokana,Red Star de Bangui,False,21,€75k,75000
Central African Republic,Fourdeau Miambaye,AS Tempête Mocaf,False,33,€25k,25000
Central African Republic,Cyril Judicaël Kokpakpa-Boko,Olympic Real de Bangui,False,28,,0
Central African Republic,Hugo Gambor,ESTAC Troyes,False,23,€800k,800000
Central African Republic,Noah Ato-Zandanga,FC Wil 1900,False,22,€150k,150000
Central African Republic,Kenny Kima Beyissa,Olympic Charleroi,False,25,€250k,250000
Central African Republic,Flory Yangao,Olympic Real de Bangui,False,24,€75k,75000
Central African Republic,Donald Guesset,AS Douanes (Bangui),False,30,€50k,50000
Central African Republic,Gabriel Oualengbe,Sporting Club de Toulon,False,21,€50k,50000
Central African Republic,Brad Pirioua,ASD Heraclea Calcio,False,26,€25k,25000
Central African Republic,Sydney Chiffort Tchibinda,Olympic Real de Bangui,False,26,,0
Central African Republic,Ghislain Mounguidé,JS Kairouanaise,False,23,€50k,50000
Central African Republic,Christian Yawanendji,Jamus FC,False,23,€50k,50000
Central African Republic,Vénuste Baboula,NK Bravo,False,27,€600k,600000
Central African Republic,Axel Urie,FK Radnik Surdulica,False,26,€400k,400000
Central African Republic,Enzo Grothe,US Lège Cap-Ferret,False,20,,0
Central African Republic,Louis Mafouta,EA Guingamp,False,31,€1.00m,1000000
Central African Republic,Moustapha Djimet,Dinamo Minsk,False,22,€200k,200000
Central African Republic,Karl Namnganda,Sitra Club,False,30,,0
Central African Republic,Delphin Mokonou,Aigle Noir FC de Makamba,False,25,,0
Iceland,Hákon Valdimarsson,Brentford FC,True,24,€2.50m,2500000
Iceland,Elías Ólafsson,FC Midtjylland,False,25,€2.00m,2000000
Iceland,Anton Ari Einarsson,Breidablik Kópavogur,False,31,€250k,250000
Iceland,Sverrir Ingi Ingason,Panathinaikos FC,False,32,€2.00m,2000000
Iceland,Daníel Leó Grétarsson,Sönderjyske Fodbold,False,30,€500k,500000
Iceland,Hjörtur Hermannsson,Volos NPS,False,31,€400k,400000
Iceland,Victor Pálsson,AC Horsens,False,34,€200k,200000
Iceland,Logi Tómasson,Samsunspor,False,25,€2.50m,2500000
Iceland,Gísli Thórdarson,Lech Poznan,False,21,€700k,700000
Iceland,Ísak Jóhannesson,1.FC Köln,False,22,€10.00m,10000000
Iceland,Mikael Egill Ellertsson,Genoa CFC,False,23,€3.50m,3500000
Iceland,Thórir Jóhann Helgason,US Lecce,False,25,€2.30m,2300000
Iceland,Stefán Teitur Thórdarson,Hannover 96,False,27,€1.80m,1800000
Iceland,Mikael Anderson,Djurgårdens IF,False,27,€1.70m,1700000
Iceland,Bjarki Bjarkason,Venezia FC,False,25,€750k,750000
Iceland,Hákon Arnar Haraldsson,LOSC Lille,False,22,€22.00m,22000000
Iceland,Kristian Hlynsson,FC Twente Enschede,False,22,€4.00m,4000000
Iceland,Willum Thór Willumsson,NEC Nijmegen,False,27,€3.50m,3500000
