country,player_name,player_club,in_top_5_league,player_age,market_value,market_value_int
Bulgaria,Georgi Rusev,CSKA 1948,False,27,€1.20m,1200000
Bulgaria,Vladimir Nikolov,Korona Kielce,False,25,€350k,350000
Canada,James Pantemis,Portland Timbers,False,29,€1.00m,1000000
Canada,Luka Gavran,Toronto FC,False,25,€150k,150000
Canada,Kamal Miller,Portland Timbers,False,28,€2.50m,2500000
Canada,Joel Waterman,Chicago Fire FC,False,30,€2.50m,2500000
Canada,Noah Abatneh,Atlético Ottawa,False,21,€250k,250000
Canada,Matteo de Brienne,GAIS,False,23,€500k,500000
Canada,Jahkeele Marshall-Rutty,Red Bull New York,False,21,€1.50m,1500000
Canada,Richie Laryea,Toronto FC,False,31,€1.00m,1000000
Canada,Ralph Priso,Vancouver Whitecaps FC,False,23,€800k,800000
Canada,Jonathan Osorio,Toronto FC,False,33,€1.20m,1200000
Canada,Zorhan Bassong,Sporting Kansas City,False,26,€1.00m,1000000
Canada,Mathieu Choinière,Los Angeles FC,False,27,€800k,800000
Canada,Jeevan Badwal,Vancouver Whitecaps FC,False,19,€600k,600000
Canada,Malik Henry,Toronto FC,False,23,€200k,200000
Canada,Jayden Nelson,Austin FC,False,23,€2.50m,2500000
Canada,Marcelo Flores,Tigres UANL,False,22,€1.20m,1200000
Canada,Shola Jimoh,Inter Toronto FC,False,17,€175k,175000
Canada,Jacen Russell-Rowe,FC Toulouse,False,23,€3.50m,3500000
Canada,Rayan Elloumi,Vancouver Whitecaps FC,False,18,€300k,300000
Canada,Tiago Coimbra,IFK Göteborg,False,22,€200k,200000
Guyana,Kai McKenzie-Lyle,FC Ferizaj,False,28,,0
Guyana,Joshua Naraine,Pickering FC,False,23,,0
Guyana,Akel Clarke,Slingerz FC,False,37,,0
Guyana,Romaine Brackenridge,Slingerz FC,False,31,,0
Guyana,Reiss Greenidge,Slough Town,False,30,,0
Guyana,Kvist Paul,Waterhouse FC,False,19,,0
Guyana,Jalen Jones,Dover Athletic,False,27,,0
Guyana,Colin Nelson,Guyana Defence Force,False,34,,0
Guyana,Darron Niles,Slingerz FC,False,22,,0
Guyana,Raushan Ritch,Slingerz FC,False,25,,0
Guyana,Brandon Solomon,Guyana Police Force FC,False,21,,0
Guyana,Neron Barrow,Waterhouse FC,False,21,,0
Guyana,Shemar Scott,Guyana Defence Force,False,25,,0
Guyana,Nathan Moriah-Welsh,Mansfield Town,False,23,€325k,325000
Guyana,Nathan Ferguson,Hartlepool United,False,30,,0
Guyana,Curtez Kellman,Slingerz FC,False,28,,0
Guyana,Omari Glasgow,Monterey Bay FC,False,22,€450k,450000
Guyana,Nicholas McArthur,Guyana Police Force FC,False,24,,0
Guyana,Kelsey Benjamin,Slingerz FC,False,26,,0
Guyana,Kyle Reid,UnknownUnknown,False,21,,0
Guyana,Daniel Wilson,Western Tigers FC,False,32,,0
Guyana,Osaze De Rosario,Seattle Sounders FC,False,24,€800k,800000
Guyana,Chris Macey,Guyana Defence Force,False,26,,0
Guyana,Liam Butts,Atlanta United 2,False,25,,0
Guyana,Enoch George,SVV Scheveningen,False,22,,0
Yemen,Abdullah Al-Saadi,Al-Tilal SC,False,23,€75k,75000
Yemen,Osama Haidar,May 22 Sana'a,False,26,,0
Yemen,Osamah Mokref,Al-Ittihad Ibb,False,21,,0
Yemen,Ali Al-Dugin,Al-Wehda SC (Yemen),False,22,,0
Yemen,Harwan Al-Zubaidi,Erbil SC,False,26,€250k,250000
Yemen,Hamza Al-Rimi,Al-Quwa Al-Jawiya,False,24,€75k,75000
Yemen,Amr Talal,Dhofar Club,False,31,€75k,75000
Yemen,Radhawan Al-Hubaishi,Al-Tadamon Mukalla,False,32,€25k,25000
Yemen,Nader Sahal,Tadamone Hadramout,False,36,,0
Yemen,Mamdooh Ban Agag,Al-Tadamon Mukalla,False,22,,0
Yemen,Ahmed Al-Wajeeh,Duhok SC,False,23,€100k,100000
Yemen,Rami Al-Wasmani,Mosul SC,False,29,€150k,150000
Yemen,Nawaf Abdullah,Budaiya Club,False,31,,0
Yemen,Osamah Anbar,Al-Najaf FC,False,31,€75k,75000
Yemen,Omar Al-Golan,Tadamone Hadramout,False,26,,0
Yemen,Nasser Mohammedoh,Kazma SC,False,26,€400k,400000
Yemen,Abdulwasea Al-Matari,Sitra Club,False,31,€150k,150000
Yemen,Mohammed Hashm Al-Najjar,Without ClubWithout Club,False,28,€75k,75000
Yemen,Adel Abbas Qasem,Al-Tilal SC,False,18,,0
Yemen,Abdul Majeed Sabarah,Diyala SC,False,25,€200k,200000
Yemen,Omar Al-Dahy,Dhofar Club,False,26,€100k,100000
Yemen,Yousef Al-Haimi,Al-Qasim SC,False,23,€100k,100000
Yemen,Abdulaziz Masnom,Al-Orobah FC U21,False,20,€50k,50000
Anguilla,Jelanie Lawrence,Doc's United FC,False,42,,0
Anguilla,Shemor Browne,FC Spartans International,False,17,,0
Anguilla,Antoine Fleming,Uprising FC,False,25,,0
Anguilla,Nathaniel Owen,Eastleigh FC U19,False,18,,0
Anguilla,Keante Brooks,Roaring Lions,False,19,,0
Anguilla,Marley Ipinson-Fabien,FC Hillingdon Borough,False,25,,0
Anguilla,Luke Paris,Uxbridge FC,False,31,,0
Anguilla,Alexander Fleming,Doc's United FC,False,20,,0
Anguilla,Germain Hughes,Roaring Lions,False,29,,0
Anguilla,Nicholas Loblack,SWA Sharks FC,False,38,,0
Anguilla,Kion Lee,Attackers FC,False,32,,0
Anguilla,Kieron Lake-Bryan,Dorking Wanderers B,False,22,,0
Anguilla,Javis Jones,Uprising FC,False,20,,0
Anguilla,Varian Carty,Lymers FC,False,22,,0
Anguilla,Malachi Gumbs,FC Diamond,False,19,,0
Anguilla,Jared Smeins,FC Diamond,False,19,,0
Anguilla,Aedan Scipio,Roaring Lions,False,35,,0
Anguilla,Jordan Deans,Uprising FC,False,30,,0
Anguilla,Tjivari Leveret-Francisca,Roaring Lions,False,16,,0
Anguilla,Lamar Carpenter,UnknownUnknown,False,22,,0
Anguilla,Antonio Fleming,UnknownUnknown,False,29,,0
Anguilla,Jauron Gayle,Doc's United FC,False,22,,0
Anguilla,Tarique Jackson,Roaring Lions,False,16,,0
Dominican Republic,Xavier Valdez,Nashville SC,False,22,€75k,75000
Dominican Republic,Miguel Lloyd,Cibao FC,False,43,€25k,25000
Dominican Republic,Edgar Pujol,Racing Ferrol,False,21,€200k,200000
Dominican Republic,Noah Dollenmayer,El Paso Locomotive FC,False,26,€100k,100000
Dominican Republic,Joao Urbáez,Flamurtari FC,False,23,€50k,50000
Dominican Republic,Juan Familia-Castillo,RKC Waalwijk,False,26,€400k,400000
Dominican Republic,Charbel Wehbe,CD Castellón B,False,21,€100k,100000
Dominican Republic,Joselvis Martínez,Delfines del Este FC,False,20,,0
Dominican Republic,Pablo Rosario,FC Porto,False,29,€8.00m,8000000
Dominican Republic,Jimmy Kaparos,Patro Eisden Maasmechelen,False,24,€200k,200000
Dominican Republic,Omar de la Cruz,Cibao FC,False,24,€100k,100000
Dominican Republic,Lucas Bretón,Atlético Malagueño,False,19,€100k,100000
Dominican Republic,Heinz Mörschel,FC Vizela,False,28,€800k,800000
Dominican Republic,Ronaldo Vásquez,Sumgayit PFC,False,26,€600k,600000
Dominican Republic,Juanca Pineda,Beroe Stara Zagora,False,26,€800k,800000
Dominican Republic,Edarlyn Reyes,Arsenal Tula,False,28,€600k,600000
Dominican Republic,Óscar Ureña,FC Barcelona Atlètic,False,22,€200k,200000
Dominican Republic,Edison Azcona,Las Vegas Lights FC,False,22,€175k,175000
Dominican Republic,Dorny Romero,Bolívar La Paz,False,28,€650k,650000
Dominican Republic,Erick Japa,SD Aucas,False,26,€175k,175000
Bangladesh,Mitul Marma,Abahani Limited Dhaka,False,22,€200k,200000
Bangladesh,Sujon Hossain,Mohammedan SC (Dhaka),False,29,€175k,175000
Bangladesh,Mehedi Hasan Srabon,Bashundhara Kings,False,20,€50k,50000
Bangladesh,Sakil Hossain,Abahani Limited Dhaka,False,23,€150k,150000
Bangladesh,Tariq Kazi,Without ClubWithout Club,False,25,€125k,125000
Bangladesh,Shakil Ahad Topu,Mohammedan SC (Dhaka),False,19,€100k,100000
Bangladesh,Topu Barman,Bashundhara Kings,False,31,€100k,100000
Bangladesh,Saad Uddin,Bashundhara Kings,False,27,€150k,150000
Bangladesh,Zayyan Ahmed,Rimal Al-Sahra SC,False,22,,0
Bangladesh,Md Taj Uddin,Bashundhara Kings,False,23,€225k,225000
Bangladesh,Hamza Choudhury,Leicester City,False,28,€5.00m,5000000
Bangladesh,Mohammad Ridoy,Bashundhara Kings,False,24,€250k,250000
Bangladesh,Jamal Bhuyan,Brothers Union,False,35,€75k,75000
Bangladesh,Md Sohel Rana,Bashundhara Kings,False,29,€225k,225000
Bangladesh,Quazem Shah,Abahani Limited Dhaka,False,27,€200k,200000
Bangladesh,Sohel Rana,Bashundhara Kings,False,30,€175k,175000
Bangladesh,Shamit Shome,Without ClubWithout Club,False,28,€175k,175000
Bangladesh,Cuba Mitchell,Gloucester City,False,20,€25k,25000
Bangladesh,Shekh Morsalin,Abahani Limited Dhaka,False,20,€150k,150000
Bangladesh,Foysal Ahmed Fahim,Bashundhara Kings,False,24,€200k,200000
Bangladesh,Rakib Hossain,Bashundhara Kings,False,27,€250k,250000
Bangladesh,Shahriar Emon,Bashundhara Kings,False,25,€150k,150000
Bangladesh,Arman Foysal Akash,PWD SC (Dhaka),False,22,€75k,75000
Mali,Djigui Diarra,Young Africans SC,False,31,€400k,400000
Mali,Ismael Diawara,IK Sirius,False,31,€250k,250000
Mali,Mamadou Samassa,Stade Lavallois,False,36,€200k,200000
Mali,Sikou Niakaté,SC Braga,False,26,€8.00m,8000000
Mali,Ousmane Camara,Angers SCO,False,23,€4.00m,4000000
Mali,Mamadou Fofana,New England Revolution,False,28,€1.80m,1800000
Mali,Nathan Gassama,Baltika Kaliningrad,False,25,€1.00m,1000000
Mali,Abdoulaye Diaby,Grasshopper Club Zurich,False,25,€800k,800000
Mali,Amadou Dante,FC Arouca,False,25,€1.50m,1500000
Mali,Fodé Doucouré,Le Havre AC,False,25,€2.00m,2000000
Mali,Woyo Coulibaly,US Sassuolo,False,26,€2.00m,2000000
Mali,Hamari Traoré,Paris FC,True,34,€1.80m,1800000
Mali,Yves Bissouma,Tottenham Hotspur,True,29,€15.00m,15000000
Mali,Mohamed Camara,Al-Sadd SC,False,26,€11.00m,11000000
Mali,Aliou Dieng,Al Ahly FC,False,28,€3.00m,3000000
Mali,Ibrahima Sissoko,FC Nantes,False,28,€3.00m,3000000
Mali,Mamadou Sangaré,RC Lens,False,23,€15.00m,15000000
Mali,Mahamadou Doumbia,Al-Ittihad Club,False,21,€9.00m,9000000
Mali,Amadou Haidara,RC Lens,False,28,€6.00m,6000000
Mali,Lassana Coulibaly,US Lecce,False,29,€2.50m,2500000
Mali,Kamory Doumbia,Stade Brestois 29,False,23,€7.00m,7000000
Mali,El Bilal Touré,Besiktas JK,False,24,€15.00m,15000000
Mali,Gaoussou Diarra,Feyenoord Rotterdam,False,23,€2.00m,2000000
Mali,Mamadou Camara,Stade Lavallois,False,25,€600k,600000
Mali,Dorgeles Nene,Fenerbahce,False,23,€18.00m,18000000
Mali,Lassine Sinayoko,AJ Auxerre,False,26,€7.00m,7000000
Mali,Gaoussou Diakité,FC Lausanne-Sport,False,20,€3.00m,3000000
Mali,Mamadou Doumbia,Watford FC,False,20,€2.00m,2000000
Suriname,Etienne Vaessen,FC Groningen,False,30,€2.50m,2500000
Suriname,Warner Hahn,Hammarby IF,False,33,€450k,450000
Suriname,Jonathan Fonkel,SV Robinhood,False,20,€50k,50000
Suriname,Shaquille Pinas,Al-Kholood Club,False,27,€2.30m,2300000
Suriname,Stefano Denswil,Kayserispor,False,32,€800k,800000
Suriname,Myenty Abena,Gaziantep FK,False,31,€600k,600000
Suriname,Radinio Balker,Huddersfield Town,False,27,€400k,400000
Suriname,Liam van Gelderen,RKC Waalwijk,False,24,€400k,400000
Suriname,Dion Malone,SC Telstar,False,37,€75k,75000
Suriname,Kenneth Paal,Antalyaspor,False,28,€2.50m,2500000
Suriname,Yannick Leliendal,FC Volendam,False,23,€1.00m,1000000
Suriname,Ridgeciano Haps,Venezia FC,False,32,€700k,700000
Suriname,Djevencio van der Kust,Heracles Almelo,False,24,€450k,450000
Suriname,Anfernee Dijksteel,Kocaelispor,False,29,€1.20m,1200000
Suriname,Justin Lonwijk,Fortuna Sittard,False,26,€800k,800000
Suriname,Dhoraso Klas,FC Sheriff Tiraspol,False,25,€300k,300000
Suriname,Renske Adipi,SV Robinhood,False,26,€50k,50000
Suriname,Djavan Anderson,Al-Ittifaq FC,False,30,,0
Suriname,Virgil Misidjan,NEC Nijmegen,False,32,€600k,600000
Suriname,Tjaronn Chery,NEC Nijmegen,False,37,€400k,400000
Suriname,Jean-Paul Boëtius,RKC Waalwijk,False,31,€400k,400000
Suriname,Sheraldo Becker,1.FSV Mainz 05,True,31,€1.50m,1500000
Suriname,Jaden Montnor,Aris Limassol,False,23,€1.00m,1000000
Suriname,Jamilhio Rigters,SV Robinhood,False,26,€50k,50000
Suriname,Jahnoah Markelo,Coventry City,False,23,€5.00m,5000000
Suriname,Denzel Jubitana,Atromitos Athens,False,26,€600k,600000
Suriname,Gleofilo Vlijter,Újpest FC,False,26,€800k,800000
Suriname,Jay-Roy Grot,Odense Boldklub,False,27,€800k,800000
Suriname,Richonell Margaret,Go Ahead Eagles,False,25,€700k,700000
Suriname,Tyrone Conraad,Shijiazhuang Gongfu,False,28,€400k,400000
Suriname,Djenairo Daniels,Kilmarnock FC,False,24,€200k,200000
Serbia,Djordje Petrovic,AFC Bournemouth,False,26,€28.00m,28000000
Serbia,Predrag Rajković,Al-Ittihad Club,False,30,€7.00m,7000000
Serbia,Veljko Ilic,Widzew Lodz,False,22,€2.50m,2500000
Serbia,Nikola Milenković,Nottingham Forest,True,28,€30.00m,30000000
Serbia,Strahinja Pavlović,AC Milan,True,24,€28.00m,28000000
Serbia,Veljko Milosavljevic,AFC Bournemouth,False,18,€20.00m,20000000
Serbia,Strahinja Erakovic,Red Star Belgrade,False,25,€7.50m,7500000
Serbia,Milos Veljkovic,Red Star Belgrade,False,30,€2.50m,2500000
Serbia,Aleksa Terzic,Red Bull Salzburg,False,26,€3.50m,3500000
Serbia,Mihailo Ristic,Celta de Vigo,True,30,€800k,800000
Serbia,Ognjen Mimović,Pafos FC,False,21,€3.00m,3000000
Serbia,Aleksandar Stanković,Club Brugge KV,False,20,€15.00m,15000000
Serbia,Vanja Dragojevic,FK Partizan Belgrade,False,20,€3.00m,3000000
Serbia,Nemanja Gudelj,Sevilla FC,False,34,€2.50m,2500000
Serbia,Marko Grujić,AEK Athens,False,29,€2.50m,2500000
Serbia,Saša Lukić,Fulham FC,False,29,€12.00m,12000000
Serbia,Ivan Ilić,Torino FC,False,24,€10.00m,10000000
Serbia,Filip Kostić,Juventus FC,True,33,€3.50m,3500000
Serbia,Lazar Samardžić,Atalanta BC,False,24,€15.00m,15000000
Serbia,Luka Ilic,Real Oviedo,True,26,€2.00m,2000000
Serbia,Aleksandar Katai,Red Star Belgrade,False,35,€700k,700000
Serbia,Nemanja Radonjic,Red Star Belgrade,False,30,€2.50m,2500000
Serbia,Andrija Zivkovic,PAOK Thessaloniki,False,29,€8.00m,8000000
Serbia,Lazar Randjelovic,FK Vojvodina Novi Sad,False,28,€1.50m,1500000
Serbia,Dušan Vlahović,Juventus FC,True,26,€35.00m,35000000
Serbia,Jovan Milosevic,SV Werder Bremen,False,20,€7.00m,7000000
Serbia,Luka Jović,AEK Athens,False,28,€7.00m,7000000
Serbia,Petar Ratkov,SS Lazio,False,22,€7.00m,7000000
France,Lucas Chevalier,Paris Saint-Germain,True,24,€35.00m,35000000
France,Mike Maignan,AC Milan,True,30,€25.00m,25000000
France,Brice Samba,Stade Rennais FC,True,31,€10.00m,10000000
France,William Saliba,Arsenal FC,True,24,€90.00m,90000000
France,Dayot Upamecano,Bayern Munich,True,27,€70.00m,70000000
France,Ibrahima Konaté,Liverpool FC,True,26,€50.00m,50000000
France,Theo Hernández,Al-Hilal SFC,False,28,€28.00m,28000000
France,Lucas Hernández,Paris Saint-Germain,True,30,€20.00m,20000000
France,Lucas Digne,Aston Villa,True,32,€8.00m,8000000
France,Jules Koundé,FC Barcelona,True,27,€65.00m,65000000
France,Malo Gusto,Chelsea FC,True,22,€35.00m,35000000
France,N'Golo Kanté,Fenerbahce,False,34,€4.50m,4500000
France,Eduardo Camavinga,Real Madrid,True,23,€50.00m,50000000
France,Manu Koné,AS Roma,True,24,€50.00m,50000000
France,Warren Zaïre-Emery,Paris Saint-Germain,True,19,€50.00m,50000000
France,Khéphren Thuram,Juventus FC,True,24,€40.00m,40000000
France,Rayan Cherki,Manchester City,True,22,€50.00m,50000000
France,Bradley Barcola,Paris Saint-Germain,True,23,€70.00m,70000000
France,Michael Olise,Bayern Munich,True,24,€130.00m,130000000
France,Maghnes Akliouche,AS Monaco,True,24,€45.00m,45000000
France,Florian Thauvin,RC Lens,False,33,€5.00m,5000000
France,Kylian Mbappé,Real Madrid,True,27,€200.00m,200000000
France,Hugo Ekitiké,Liverpool FC,True,23,€85.00m,85000000
France,Jean-Philippe Mateta,Crystal Palace,True,28,€40.00m,40000000
France,Christopher Nkunku,AC Milan,True,28,€32.00m,32000000
Dominica,Glenson Prince,,False,38,,0
Dominica,Jerome Burkard,Dublanc FC,False,23,,0
Dominica,Donté Newton,Harlem United FC,False,27,,0
Dominica,Jaylan Jno Ville,Portsmouth Bombers FC,False,19,,0
Dominica,Lyan Edwards,WE United FC,False,20,,0
Dominica,Mosiah Bonney,UHV Jaguars (Univ. of Houston-Victoria),False,21,,0
Dominica,Eustace Marshall,Centre Bath Estate FC,False,29,,0
Dominica,Jervanie Xavier,Dublanc FC,False,25,,0
Dominica,Marcus Bredas,Dublanc FC,False,22,,0
Dominica,Nick Anthony,Centre Bath Estate FC,False,28,,0
Dominica,Donte Warrington,Barbados Soccer Academy,False,21,,0
Dominica,Malachai Bonney,Middleham United FC,False,19,,0
Dominica,Savio Anselm,Dublanc FC,False,23,,0
Dominica,Keeyan Thomas,WE United FC,False,20,,0
Dominica,Cobin Paul,Dublanc FC,False,25,,0
Dominica,Briel Thomas,Dublanc FC,False,31,,0
Dominica,Javid George,Harbour View FC,False,27,,0
Dominica,Fitz Jolly,Centre Bath Estate FC,False,26,,0
Dominica,Troy Jules,Without ClubWithout Club,False,26,,0
Dominica,Nathan Newton,East Central FC,False,28,,0
Dominica,Travist Joseph,Dublanc FC,False,31,,0
Dominica,Reon Cuffy,East Central FC,False,27,,0
Dominica,Audel Laville,Dublanc FC,False,23,,0
Kuwait,Sulaiman Abdulghafoor,Al-Arabi SC (Kuwait),False,35,€250k,250000
Kuwait,Saud Al-Hoshan,Kuwait SC,False,25,€175k,175000
Kuwait,Khaled Al-Rashidi,Kuwait SC,False,38,€50k,50000
Kuwait,Hassan Al-Enezi,Al-Ahli (Amman),False,25,€300k,300000
Kuwait,Fahad Al-Hajeri,Kuwait SC,False,34,€250k,250000
Kuwait,Khaled Al-Fadhli,Qadsia SC,False,24,€225k,225000
Kuwait,Nasser Al-Enezi,Al-Nasr SC (Kuwait),False,22,,0
Kuwait,Moaath Al-Dhafiri,Qadsia SC,False,28,€225k,225000
Kuwait,Rashed Al-Dosary,Qadsia SC,False,25,€250k,250000
Kuwait,Abdulwahab Al-Awadhi,Al-Arabi SC (Kuwait),False,23,,0
Kuwait,Mohammed Al-Sharifi,Qadsia SC,False,21,,0
Kuwait,Redha Hani,Kuwait SC,False,29,€300k,300000
Kuwait,Sultan Al-Enezi,Kazma SC,False,33,€225k,225000
Kuwait,Fawaz Ayedh,Al-Salmiya SC,False,29,€250k,250000
Kuwait,Ahmad Al-Dhefiri,Kuwait SC,False,34,€225k,225000
Kuwait,Nasser Falah,Al-Nasr SC (Kuwait),False,26,,0
Kuwait,Mohammad Daham,Kuwait SC,False,26,€500k,500000
Kuwait,Eid Al-Rasheedi,Al-Quwa Al-Jawiya,False,26,€350k,350000
Kuwait,Moath Al-Enezi,Al-Salmiya SC,False,22,€225k,225000
Kuwait,Yousef Majed,Al-Arabi SC (Kuwait),False,21,€200k,200000
Kuwait,Athbi Shehab,Qadsia SC,False,32,€150k,150000
Kuwait,Yousef Nasser,Kuwait SC,False,35,€200k,200000
Kuwait,Shabaib Al-Khaldi,Kazma SC,False,27,,0
Thailand,Patiwat Khammai,True Bangkok United,False,31,€400k,400000
Thailand,Saranon Anuin,BG Pathum United,False,31,€250k,250000
Thailand,Kampol Pathomakkakul,Ratchaburi FC,False,33,€200k,200000
Thailand,Suphan Thongsong,True Bangkok United,False,31,€300k,300000
Thailand,Shinnaphat Leeaoh,Buriram United,False,29,€250k,250000
Thailand,Saringkan Promsupa,Sukhothai FC,False,28,€250k,250000
Thailand,Nattapong Sayriya,Chonburi FC,False,33,€125k,125000
Thailand,Pansa Hemviboon,Buriram United,False,35,€100k,100000
Thailand,Nicholas Mickelson,SV 07 Elversberg,False,26,€750k,750000
Thailand,Kevin Deeromram,Ratchaburi FC,False,28,€450k,450000
Thailand,Theerathon Bunmathan,Buriram United,False,36,€200k,200000
Thailand,Suphanan Bureerat,Port FC,False,32,€250k,250000
Thailand,Waris Choolthong,BG Pathum United,False,22,€200k,200000
Thailand,Sarach Yooyen,BG Pathum United,False,33,€250k,250000
Thailand,Thanawat Suengchitthawon,Ratchaburi FC,False,26,€350k,350000
Thailand,Seksan Ratree,Rayong FC,False,22,€350k,350000
Thailand,Peeradol Chamrasamee,Port FC,False,33,€250k,250000
Thailand,Chanathip Songkrasin,BG Pathum United,False,32,€800k,800000
Thailand,Supachok Sarachat,Hokkaido Consadole Sapporo,False,27,€700k,700000
Thailand,Ben Davis,Uthai Thani FC,False,25,€350k,350000
Thailand,Anan Yodsangwal,Lamphun Warriors,False,24,€300k,300000
Thailand,Iklas Sanron,PT Prachuap FC,False,21,€150k,150000
Thailand,Supachai Chaided,Buriram United,False,27,€900k,900000
Thailand,Teerasak Poeiphimai,Port FC,False,23,€450k,450000
Thailand,Poramet Arjvirai,Júbilo Iwata,False,27,€250k,250000
Thailand,Jude Soonsup-Bell,Grimsby Town,False,22,€150k,150000
Thailand,Teerasil Dangda,True Bangkok United,False,37,€100k,100000
Mauritius,Dorian Chiotti,Blois Football 41,False,27,€125k,125000
Mauritius,Kevin Jean-Louis,Pamplemousses SC,False,36,,0
Mauritius,Jininio Darbon,Cercle de Joachim SC,False,22,,0
Mauritius,Dylan Collard,Lusitânia FC Lourosa,False,25,€700k,700000
Mauritius,Lindsay Rose,Aris Thessaloniki,False,34,€150k,150000
Mauritius,Emmanuel Vincent,Saint-Denis FC,False,28,€100k,100000
Mauritius,Brendon Citorah,Cercle de Joachim SC,False,32,,0
Mauritius,Jordan François,UnknownUnknown,False,23,,0
Mauritius,Rosario Latouchent,Bourges Foot 18,False,29,€100k,100000
Mauritius,Bradley Antoine,UnknownUnknown,False,22,,0
Mauritius,Wilson Mootoo,Without ClubWithout Club,False,23,€75k,75000
Mauritius,Adel Langue,Société Sportive Saint-Louisienne,False,28,€75k,75000
Mauritius,Gabriel Caliste,West Ham United U21,False,19,€75k,75000
Mauritius,Kévin Bru,,False,37,,0
Mauritius,Fernando Jackson,UnknownUnknown,False,26,,0
Mauritius,Cooper Legrand,Port Melbourne Sharks,False,27,€100k,100000
Mauritius,Jérémy Villeneuve,FC Victoria Rosport,False,31,,0
Mauritius,Yannick Aristide,Cercle de Joachim SC,False,24,€100k,100000
Mauritius,Leon Alizart,Avondale FC,False,18,,0
Mauritius,Adrien Botlar,Pamplemousses SC,False,29,€75k,75000
Mauritius,Jason Ferré,Cercle de Joachim SC,False,27,€75k,75000
Mauritius,Angel Arthee,FC Eddersheim,False,22,,0
Mauritius,Linley Rita,Cercle de Joachim SC,False,32,,0
Portugal,Diogo Costa,FC Porto,False,26,€40.00m,40000000
Portugal,Rui Silva,Sporting CP,False,32,€7.00m,7000000
Portugal,João Carvalho,SC Braga B,False,21,€1.50m,1500000
Portugal,Rúben Dias,Manchester City,True,28,€60.00m,60000000
Portugal,Gonçalo Inácio,Sporting CP,False,24,€45.00m,45000000
Portugal,António Silva,SL Benfica,False,22,€30.00m,30000000
Portugal,Renato Veiga,Villarreal CF,True,22,€25.00m,25000000
